filename,ImageID,url,thumburl,hits,miss,fa,cr,HR,FAR,score,Number of edges,Entropy,Feature congestion,Number of distinct colors,Familiarity,Realism,Happiness,Clutter,Interestingness,Author,Paper Title,Paper URL,Paper DOI,First Page,Last Page,Year
sci88.png,I932,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci88.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci88.png,45,42,21,128,0.5172,0.1409,1.12,4.15,5.06,1.76,5,2.8,3.5,3.9,3.9,4.6,Alan Chu;Chi-Wing Fu;Andrew J. Hanson;Pheng-Ann Heng,GL4D: A GPU-based Architecture for Interactive 4D Visualization,http://dx.doi.org/10.1109/TVCG.2009.147,10.1109/TVCG.2009.147,1587,1594,2009
sci239.png,I961,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci239.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci239.png,19,47,7,143,0.2879,0.0467,1.12,13.01,5.86,13.33,3,4.4,4.8,5.3,5.1,5.8,Thomas Schultz ;Gordon L. Kindlmann,Superquadric Glyphs for Symmetric Second-Order Tensors,http://dx.doi.org/10.1109/TVCG.2010.199,10.1109/TVCG.2010.199,1595,1604,2010
sci454.png,I1000,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci454.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci454.png,28,53,10,144,0.3457,0.0649,1.12,8.7,7,3.51,1,2.9,2.9,3.4,5.4,3.9,Marc Treib;Kai Bürger;Florian Reichl;Charles Meneveau;Alexander S. Szalay;Rüdiger Westermann,Turbulence Visualization at the Terascale on Desktop PCs,http://dx.doi.org/10.1109/TVCG.2012.274,10.1109/TVCG.2012.274,2169,2177,2012
sci1066.png,I1131,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci1066.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci1066.png,28,33,13,105,0.459,0.1102,1.12,21.9,7.1,4.14,3,3.7,3.9,4.2,5.4,4.5,"Tobias Klein, Ludovic Autin, Barbora Kozlíková, David S. Goodsell, Arthur Olson, M. Eduard Gröller, Ivan Viola",Instant Construction and Visualization of Crowded Biological Environments,http://dx.doi.org/10.1109/TVCG.2017.2744258,10.1109/TVCG.2017.2744258,862,872,2017
sci755.png,I1068,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci755.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci755.png,46,25,33,109,0.6479,0.2324,1.11,14.7,3.93,6.53,4,4.1,4.1,4.5,5,4.5,Tobias Günther;Maik Schulze;Holger Theisel,Rotation Invariant Vortices for Flow Visualization,http://dx.doi.org/10.1109/TVCG.2015.2467200,10.1109/TVCG.2015.2467200,817,826,2015
sci359.png,I976,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci359.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci359.png,32,49,14,145,0.3951,0.0881,1.09,11.77,5.54,8.43,6,5.2,4.5,5.3,5.2,4.7,Alexander Bock;Erik Sundén;Bingchen Liu;Burkhard Wünsche;Timo Ropinski,Coherency-Based Curve Compression for High-Order finite Element Model Visualization,http://dx.doi.org/10.1109/TVCG.2012.206,10.1109/TVCG.2012.206,2315,2324,2012
sci807.png,I1078,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci807.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci807.png,23,43,10,134,0.3485,0.0694,1.09,4.31,4.92,2.72,3,3.2,3.6,4.4,3.9,4,Kai Lawonn;Sylvia Glaßer;Anna Vilanova;Bernhard Preim;Tobias Isenberg ,Occlusion-free Blood Flow Animation with Wall Thickness Visualization,http://dx.doi.org/10.1109/TVCG.2015.2467961,10.1109/TVCG.2015.2467961,728,737,2015
sci945.png,I1116,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci945.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci945.png,33,41,17,137,0.4459,0.1104,1.09,10.86,5.28,6.49,3,3.9,4.5,4.6,4.6,5,Monique Meuschke;Samuel Voß;Oliver Beuing;Bernhard Preim;Kai Lawonn,Combined Visualization of Vessel Deformation and Hemodynamics in Cerebral Aneurysms,http://dx.doi.org/10.1109/TVCG.2016.2598795,10.1109/TVCG.2016.2598795,761,770,2016
sci625.png,I1037,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci625.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci625.png,33,31,22,125,0.5156,0.1497,1.08,8.96,3,4.62,3,5,5.2,5.5,5,5.7,Tobias Günther;Holger Theisel,Vortex Cores of Inertial Particles,http://dx.doi.org/10.1109/TVCG.2014.2346415,10.1109/TVCG.2014.2346415,2535,2544,2014
sci244.png,I962,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci244.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci244.png,35,42,16,120,0.4545,0.1176,1.07,9.59,6.73,5.92,4,4.6,5.3,5.6,5.5,5.7,Laura Tateosian;Helena Mitásová;Brendan Harmon;Brent Fogleman;Katherine Weaver;Russell S. Harmon,TanGeoMS: Tangible Geospatial Modeling System,http://dx.doi.org/10.1109/TVCG.2010.202,10.1109/TVCG.2010.202,1605,1612,2010
sci602.png,I1030,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci602.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci602.png,28,46,13,142,0.3784,0.0839,1.07,5.3,5.86,3.07,4,4.7,5,5.2,5.7,5.5,Sylvia Glaßer;Kai Lawonn;Thomas Hoffmann;Martin Skalej;Bernhard Preim,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,http://dx.doi.org/10.1109/TVCG.2014.2346406,10.1109/TVCG.2014.2346406,2506,2515,2014
sci1021.png,I1125,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci1021.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci1021.png,25,41,11,121,0.3788,0.0833,1.07,9.17,4.18,4.28,4,3.7,4.3,4.5,4.4,4.4,Kui Wu;Aaron Knoll;Benjamin J. Isaac;Hamish Carr;Valerio Pascucci,Direct Multifield Volume Ray Casting of Fiber Surfaces,http://dx.doi.org/10.1109/TVCG.2016.2599040,10.1109/TVCG.2016.2599040,941,949,2016
sci818.png,I1083,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci818.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci818.png,30,50,13,139,0.375,0.0855,1.05,3.62,2.58,3.7,4,3.8,3.9,3.8,3.4,4.4,Joseph Marino;Arie E. Kaufman,Planar Visualization of Treelike Structures,http://dx.doi.org/10.1109/TVCG.2015.2467413,10.1109/TVCG.2015.2467413,906,915,2015
sci887.png,I1104,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci887.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci887.png,24,54,9,141,0.3077,0.06,1.05,6.01,5.68,3.74,5,2.8,3.2,4.4,5.4,4.9,Steffen Frey;Thomas Ertl,Progressive Direct Volume-to-Volume Transformation,http://dx.doi.org/10.1109/TVCG.2016.2599042,10.1109/TVCG.2016.2599042,921,930,2016
sci25.png,I917,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci25.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci25.png,17,61,5,137,0.2179,0.0352,1.03,5.92,6.17,1.95,3,2.8,4.3,4.2,4.6,4.4,Bernd Hentschel;Irene Tedjo;Markus Probst;Marc Wolter;Marek Behr;Christian H. Bischof;Torsten Kuhlen,Interactive Blood Damage Analysis for Ventricular Assist Devices,http://dx.doi.org/10.1109/TVCG.2008.142,10.1109/TVCG.2008.142,1515,1522,2008
sci610.png,I1031,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci610.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci610.png,23,57,8,136,0.2875,0.0556,1.03,10.2,4.77,8.1,5,5.9,5.2,5.7,6,5.4,David Günther;Roberto A. Boto;Juila Contreras-Garcia;Jean-Philip Piquemal;Julien Tierny,Characterizing Molecular Interactions in Chemical Systems,http://dx.doi.org/10.1109/TVCG.2014.2346403,10.1109/TVCG.2014.2346403,2476,2485,2014
sci419.png,I991,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci419.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci419.png,25,50,10,126,0.3333,0.0735,1.02,13.48,7.68,6.69,3,4.8,4.3,5.1,6,5.7,Harald Obermaier;Kenneth I. Joy,Derived Metric Tensors for Flow Surface Visualization,http://dx.doi.org/10.1109/TVCG.2012.211,10.1109/TVCG.2012.211,2149,2158,2012
sci613.png,I1032,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci613.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci613.png,48,24,42,109,0.6667,0.2781,1.02,8.82,3.11,4.92,2,4.7,4.9,5.5,5.2,5.3,David Günther;Roberto A. Boto;Juila Contreras-Garcia;Jean-Philip Piquemal;Julien Tierny,Characterizing Molecular Interactions in Chemical Systems,http://dx.doi.org/10.1109/TVCG.2014.2346403,10.1109/TVCG.2014.2346403,2476,2485,2014
sci883.png,I1101,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci883.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci883.png,35,45,17,126,0.4375,0.1189,1.02,8.6,4.63,4.74,3,3.5,4.3,4,4.1,5.4,Florian Ferstl;Mathias Kanzler;Marc Rautenhaus;Rüdiger Westermann,Time-Hierarchical Clustering and Visualization of Weather Forecast Ensembles,http://dx.doi.org/10.1109/TVCG.2016.2598868,10.1109/TVCG.2016.2598868,831,840,2016
sci391.png,I982,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci391.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci391.png,48,32,32,110,0.6,0.2254,1.01,8.28,4.25,3.41,3,5.3,5.1,4.9,4.8,5,Attila Gyulassy;Peer-Timo Bremer;Valerio Pascucci,Computing Morse-Smale Complexes with Accurate Geometry,http://dx.doi.org/10.1109/TVCG.2012.209,10.1109/TVCG.2012.209,2014,2022,2012
sci800.png,I1076,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci800.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci800.png,35,41,20,130,0.4605,0.1333,1.01,7.48,5.02,3.83,3,4.2,4.6,3.5,5.2,4,Kai Lawonn;Sylvia Glaßer;Anna Vilanova;Bernhard Preim;Tobias Isenberg ,Occlusion-free Blood Flow Animation with Wall Thickness Visualization,http://dx.doi.org/10.1109/TVCG.2015.2467961,10.1109/TVCG.2015.2467961,728,737,2015
sci221.png,I958,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci221.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci221.png,28,50,13,136,0.359,0.0872,1,5.45,3.19,5.9,4,4.3,4.7,5.1,5.3,4.9,Stéphane Marchesin;Cheng-Kai Chen;Chris Ho;Kwan-Liu Ma,View-Dependent Streamlines for 3D Vector fields,http://dx.doi.org/10.1109/TVCG.2010.212,10.1109/TVCG.2010.212,1578,1586,2010
sci137.png,I941,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci137.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci137.png,27,42,14,122,0.3913,0.1029,0.99,15.18,7.4,4.3,3,4.7,5.8,5.8,5.5,5.5,Benjamin Schindler;Raphael Fuchs;John Biddiscombe;Ronald Peikert,Predictor-Corrector Schemes for Visualization ofSmoothed Particle Hydrodynamics Data,http://dx.doi.org/10.1109/TVCG.2009.173,10.1109/TVCG.2009.173,1243,1250,2009
sci142.png,I942,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci142.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci142.png,24,44,11,117,0.3529,0.0859,0.99,15.33,6,1.84,2,3.7,4.3,4.1,4.1,3.9,Yong Wan;Hideo Otsuna;Chi-Bin Chien;Charles D. Hansen,An interactive visualization tool for multi-channel confocal microscopy data in neurobiology research,http://dx.doi.org/10.1109/TVCG.2009.118,10.1109/TVCG.2009.118,1489,1496,2009
sci266.png,I964,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci266.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci266.png,26,49,12,130,0.3467,0.0845,0.98,14.06,7.73,3.02,4,4.9,5.2,5,5.2,5.6,Rocco Gasteiger;Mathias Neugebauer;Oliver Beuing;Bernhard Preim,The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms,http://dx.doi.org/10.1109/TVCG.2011.243,10.1109/TVCG.2011.243,2183,2192,2011
sci638.png,I1038,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci638.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci638.png,31,35,19,110,0.4697,0.1473,0.97,6.33,6.03,3.07,2,5.4,4.8,4.8,5.2,5.6,David Günther;Alec Jacobson;Jan Reininghaus;Hans-Peter Seidel;Olga Sorkine-Hornung;Tino Weinkauf,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,http://dx.doi.org/10.1109/TVCG.2014.2346432,10.1109/TVCG.2014.2346432,2585,2594,2014
sci655.png,I1042,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci655.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci655.png,26,41,15,129,0.3881,0.1042,0.97,8.58,4.28,6.98,4,4.8,4.8,5.7,5.3,5.8,Jiaxi Hu;Guangyu Zou;Jing Hua,Volume-Preserving Mapping and Registration for Collective Data Visualization,http://dx.doi.org/10.1109/TVCG.2014.2346457,10.1109/TVCG.2014.2346457,2664,2673,2014
sci405.png,I988,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci405.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci405.png,28,42,16,126,0.4,0.1127,0.96,7.23,5.84,1.8,2,4.7,5.1,5.1,5.6,5.8,Ralf Kähler;Oliver Hahn;Tom Abel,A Novel Approach to Visualizing Dark Matter Simulations,http://dx.doi.org/10.1109/TVCG.2012.187,10.1109/TVCG.2012.187,2078,2087,2012
sci896.png,I1108,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci896.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci896.png,27,48,13,125,0.36,0.0942,0.96,4.48,7.24,2.84,2,3.5,2.6,4.1,4.2,5.8,Tobias Günther;Holger Theisel,Backward Finite-Time Lyapunov Exponents in Inertial Flows,http://dx.doi.org/10.1109/TVCG.2016.2599016,10.1109/TVCG.2016.2599016,970,979,2016
sci199.png,I955,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci199.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci199.png,20,48,10,136,0.2941,0.0685,0.95,7.6,4.6,2.21,6,4.7,4.6,4.9,5.7,5,Alvin J. Law;Daniel G. Aliaga;Aditi Majumder,Projector Placement Planning for High Quality Visualizations on Real-World Colored Objects,http://dx.doi.org/10.1109/TVCG.2010.189,10.1109/TVCG.2010.189,1633,1641,2010
sci589.png,I1026,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci589.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci589.png,28,37,18,120,0.4308,0.1304,0.95,7.8,5.66,2.98,3,5.6,4.8,4.9,5.2,5.3,Christian Schulte zu Berge;Maximilian Baust;Ankur Kapoor;Nassir Navab,Predicate-Based Focus-and-Context Visualization for 3D Ultrasound,http://dx.doi.org/10.1109/TVCG.2014.2346317,10.1109/TVCG.2014.2346317,2379,2387,2014
sci389.png,I980,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci389.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci389.png,12,51,5,140,0.1905,0.0345,0.94,16.71,7.44,5.28,3,4.7,4.1,5.4,4.8,5.6,Attila Gyulassy;Peer-Timo Bremer;Valerio Pascucci,Computing Morse-Smale Complexes with Accurate Geometry,http://dx.doi.org/10.1109/TVCG.2012.209,10.1109/TVCG.2012.209,2014,2022,2012
sci411.png,I989,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci411.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci411.png,20,52,9,134,0.2778,0.0629,0.94,11.91,6.19,5.71,3,4.3,5.2,4.9,5,5.2,Gunnar Läthén;Stefan Lindholm;Reiner Lenz;Anders Persson;Magnus Borga,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,http://dx.doi.org/10.1109/TVCG.2012.203,10.1109/TVCG.2012.203,2345,2354,2012
sci195.png,I952,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci195.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci195.png,19,49,9,130,0.2794,0.0647,0.93,3.1,7.1,2.66,3,4.3,4.7,4.2,5.2,5.1,Chad Jones;Kwan-Liu Ma,Visualizing Flow Trajectories Using Locality-based Rendering and Warped Curve Plots,http://dx.doi.org/10.1109/TVCG.2010.218,10.1109/TVCG.2010.218,1587,1594,2010
sci695.png,I1051,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci695.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci695.png,27,40,17,126,0.403,0.1189,0.93,3.05,4.51,1.84,4,5.6,5.3,5.8,5,5.4,Dilip Mathew Thomas;Vijay Natarajan,Multiscale Symmetry Detection in Scalar Fields by Clustering Contours,http://dx.doi.org/10.1109/TVCG.2014.2346332,10.1109/TVCG.2014.2346332,2427,2436,2014
sci952.png,I1119,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci952.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci952.png,31,53,16,139,0.369,0.1032,0.93,8.9,5.26,3.71,3,4.2,3.9,4.5,4.3,4.1,Monique Meuschke;Samuel Voß;Oliver Beuing;Bernhard Preim;Kai Lawonn,Combined Visualization of Vessel Deformation and Hemodynamics in Cerebral Aneurysms,http://dx.doi.org/10.1109/TVCG.2016.2598795,10.1109/TVCG.2016.2598795,761,770,2016
sci294.png,I968,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci294.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci294.png,25,48,14,137,0.3425,0.0927,0.92,8.08,6.98,3.56,3,4.7,5.5,5.1,5.7,5.3,Norbert Lindow;Daniel Baum;Hans-Christian Hege,Voronoi-Based Extraction and Visualization of Molecular Paths,http://dx.doi.org/10.1109/TVCG.2011.259,10.1109/TVCG.2011.259,2025,2034,2011
sci601.png,I1029,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci601.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci601.png,26,34,19,118,0.4333,0.1387,0.92,5.97,6.94,2.86,5,4.2,4.7,5.4,5,4.4,Sylvia Glaßer;Kai Lawonn;Thomas Hoffmann;Martin Skalej;Bernhard Preim,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,http://dx.doi.org/10.1109/TVCG.2014.2346406,10.1109/TVCG.2014.2346406,2506,2515,2014
sci122.png,I938,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci122.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci122.png,44,36,30,108,0.55,0.2174,0.91,7.18,5.46,3.19,5,4.9,5.1,5.2,4.7,5.9,Michael Krone;Katrin Bidmon;Thomas Ertl,Interactive Visualization of Molecular Surface Dynamics,http://dx.doi.org/10.1109/TVCG.2009.157,10.1109/TVCG.2009.157,1391,1398,2009
sci732.png,I1058,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci732.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci732.png,22,42,13,121,0.3438,0.097,0.9,7.29,3.11,5.56,3,4.4,3.6,4.1,4.3,3.9,Jan Byska;Mathieu Le Muzic;Eduard Gröller;Ivan Viola;Barbora Kozlíková,AnimoAminoMiner: Exploration of Protein Tunnels and their Properties in Molecular Dynamics,http://dx.doi.org/10.1109/TVCG.2015.2467434,10.1109/TVCG.2015.2467434,747,756,2015
sci1038.png,I1128,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci1038.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci1038.png,28,36,20,116,0.4375,0.1471,0.89,4.67,2.85,5.09,6,3.3,3.5,4,4.9,4.4,"Markus Hadwiger, Ali K. Al-Awami, Johanna Beyer, Marco Agus, Hanspeter Pfister",SparseLeap: Efficient Empty Space Skipping for Large-Scale Volume Rendering,http://dx.doi.org/10.1109/TVCG.2017.2744238,10.1109/TVCG.2017.2744238,974,983,2017
sci1085.png,I1133,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci1085.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci1085.png,31,47,19,130,0.3974,0.1275,0.88,5.74,4.1,3.84,3,4.2,4.3,3.5,4.2,4.1,"Peter Mindek, David Kouřil, Johannes Sorger, Daniel Toloudis, Blair Lyons, Graham Johnson, M. Eduard Gröller, Ivan Viola",Visualization Multi-Pipeline for Communicating Biology,http://dx.doi.org/10.1109/TVCG.2017.2744518,10.1109/TVCG.2017.2744518,883,892,2017
sci49.png,I923,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci49.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci49.png,24,55,13,139,0.3038,0.0855,0.86,4.77,3.04,1.54,3,3.6,3.8,3.9,4.3,4,David Mayerich;Louise C. Abbott;John Keyser,Visualization of Cellular and Microvascular Relationships,http://dx.doi.org/10.1109/TVCG.2008.179,10.1109/TVCG.2008.179,1611,1618,2008
sci90.png,I933,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci90.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci90.png,27,50,16,135,0.3506,0.106,0.86,9.13,5.92,3,4,3.3,3.6,4.3,4.8,4.3,Carlos D. Correa;Kwan-Liu Ma,The Occlusion Spectrum for Volume Classification and Visualization,http://dx.doi.org/10.1109/TVCG.2009.189,10.1109/TVCG.2009.189,1465,1472,2009
sci1114.png,I1139,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci1114.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci1114.png,24,60,12,145,0.2857,0.0764,0.86,8.08,6.08,6.96,6,4.5,3.7,4.8,5.2,4.8,"Haneen Mohammed, Ali K. Al-Awami, Johanna Beyer, Corrado Cali, Pierre Magistretti, Hanspeter Pfister, Markus Hadwiger",Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,http://dx.doi.org/10.1109/TVCG.2017.2744278,10.1109/TVCG.2017.2744278,853,861,2017
sci942.png,I1115,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci942.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci942.png,22,47,15,143,0.3188,0.0949,0.84,12.99,6.38,4.06,3,4.1,4.1,3.8,4.1,5,Michael Krone;Florian Friess;Katrin Scharnowski;Guido Reina;Silvia Fademrecht;Tobias Kulschewski;Jürgen Pleiss;Thomas Ertl,Molecular Surface Maps,http://dx.doi.org/10.1109/TVCG.2016.2598824,10.1109/TVCG.2016.2598824,701,710,2016
sci1109.png,I1137,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci1109.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci1109.png,28,57,16,144,0.3294,0.1,0.84,14.04,7.21,10.34,6,4.1,3.3,4.6,5,4.5,"Haneen Mohammed, Ali K. Al-Awami, Johanna Beyer, Corrado Cali, Pierre Magistretti, Hanspeter Pfister, Markus Hadwiger",Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,http://dx.doi.org/10.1109/TVCG.2017.2744278,10.1109/TVCG.2017.2744278,853,861,2017
sci289.png,I967,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci289.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci289.png,27,49,17,129,0.3553,0.1164,0.82,9.3,5.32,5.31,5,5,4.9,5.1,5.2,5.4,Christopher Koehler;Thomas Wischgoll;Haibo Dong;Zachary Gaston,Vortex Visualization in Ultra Low Reynolds Number Insect Flight,http://dx.doi.org/10.1109/TVCG.2011.260,10.1109/TVCG.2011.260,2071,2079,2011
sci578.png,I1021,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci578.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci578.png,13,47,8,135,0.2167,0.0559,0.81,10.69,5.69,4.02,6,3.9,5,5,5.2,4.5,Xin Zhao;Zhengyu Su;Xianfeng Gu;Arie E. Kaufman;Jian Sun;Jie Gao;Feng Luo ,Area-Preservation Mapping using Optimal Mass Transport,http://dx.doi.org/10.1109/TVCG.2013.135,10.1109/TVCG.2013.135,2838,2847,2013
sci831.png,I1085,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci831.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci831.png,14,55,7,130,0.2029,0.0511,0.8,10.02,6.81,6.55,5,3.6,3.6,4,5.2,4.9,Steffen Oeltze-Jafra;Juan R. Cebral;Gábor Janiga;Bernhard Preim,Cluster Analysis of Vortical Flow in Simulations of Cerebral Aneurysm Hemodynamics,http://dx.doi.org/10.1109/TVCG.2015.2467203,10.1109/TVCG.2015.2467203,757,766,2015
sci37.png,I918,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci37.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci37.png,28,42,22,127,0.4,0.1477,0.79,6.31,4.32,3.17,3,3.3,4.2,4.1,4.7,4.4,Heike Leitte;Michael Böttinger;Gerik Scheuermann,Brushing of Attribute Clouds for the Visualization of Multivariate Data,http://dx.doi.org/10.1109/TVCG.2008.116,10.1109/TVCG.2008.116,1459,1466,2008
sci529.png,I1010,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci529.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci529.png,15,51,9,133,0.2273,0.0634,0.78,15.42,6.99,2.65,5,4,3.6,4.6,4.2,5.3,Rostislav Khlebnikov;Bernhard Kainz;Markus Steinberger;Dieter Schmalstieg,Noise-Based Volume Rendering for the Visualization of Multivariate Volumetric Data,http://dx.doi.org/10.1109/TVCG.2013.180,10.1109/TVCG.2013.180,2926,2935,2013
sci70.png,I927,http://web.cse.ohio-state.edu/~li.8950/data/image/sscivis1K/sci70.png,http://web.cse.ohio-state.edu/~li.8950/data/image/thumbnail/sci70.png,19,49,12,120,0.2794,0.0909,0.75,9.11,5.76,5.29,3,2.7,3.9,4.4,4.3,4.5,Chaoli Wang;Hongfeng Yu;Kwan-Liu Ma,Importance-Driven Time-Varying Data Visualization,http://dx.doi.org/10.1109/TVCG.2008.140,10.1109/TVCG.2008.140,1547,1554,2008
