filename,url,data ink ratio,Number of distinct colors,Density,HR,FAR,Entropy,Feature congestion,meanH,meanS,meanV,colorfulness4,Number of edges,score,coarseness,contrast,directionality,0,L,C,H
v488_n7412_9_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7412_9_f1.png,3,2,3,42.17,7.14,5.88,6.64,0.2616,0.0709,0.754,12.21,11.56,1.27,3.6,0.02,0.27,140,75.50819734,3.779293321,73.90346197
vis673.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/vis673.png,1,3,2,61.36,16.33,4.47,6.07,0.433,0.0475,0.9252,14.5,12.44,1.27,3.11,0.01,0.33,183,92.02920724,2.417976544,153.601754
treasuryD04_3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryD04_3.png,1,1,1,33.68,4.67,3.24,7.21,0.3404,0.1183,0.8793,8.92,9.52,1.26,3.38,0.04,0.3,61,83.98193435,7.176464539,274.4002323
wsj481.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj481.png,1,1,1,71.43,24.3,4.23,4.87,0.1425,0.1383,0.888,16.5,4.54,1.26,4.11,0.03,0.28,374,86.57837445,7.423300941,96.50180342
v487_n7408_15_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7408_15_f3.png,3,1,1,58.51,15,2.25,4.95,0.1765,0.0141,0.8764,17.54,3.55,1.25,3.39,0.06,0.35,130,87.57385404,0.269784882,358.270423
whoI19.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoI19.png,2,1,1,34.38,4.95,3.44,5.4,0,0.0002,0.9311,17.89,5.99,1.25,3.78,0.02,0.28,267,93.43374793,0.0071094,63.18556114
wsj172.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj172.png,1,2,2,58.54,15.31,3.92,4.83,0.1794,0.1698,0.9107,15.64,4.9,1.24,3.93,0.02,0.29,340,86.77164348,12.97740359,72.13569412
visMost267.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost267.png,2,2,2,62.77,18.27,3.59,5.08,0.5485,0.7953,0.4876,16.43,9.01,1.23,3.63,0.01,0.29,213,35.06721597,24.18743113,264.3005994
whoI12_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoI12_2.png,3,1,2,78.02,32.32,4.33,5.26,0,0.0001,0.9123,17.87,10.63,1.23,3.8,0.02,0.28,265,91.76505331,0.005986917,73.37745915
wsj11.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj11.png,1,1,1,50,10.89,3.23,4.46,0.4947,0.1315,0.9373,11.55,3.9,1.23,3.31,0.02,0.29,331,88.79289627,7.43833859,53.66659788
wsj135.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj135.png,1,2,2,58.62,15.46,3.89,5.36,0.1462,0.1892,0.8864,16.57,4.84,1.23,3.83,0.03,0.3,334,85.27559038,11.3362286,94.70323281
wsj259.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj259.png,3,2,2,33.73,4.95,4.71,6.04,0.2216,0.0694,0.9351,13.58,6.79,1.23,3.72,0.02,0.28,350,91.95359528,0.160035838,214.6595405
v487_n7405_21_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7405_21_f2.png,2,2,2,54.22,13.4,2.73,5.17,0.1184,0.0624,0.9359,15.74,4.82,1.21,3.84,0.03,0.31,121,91.06849244,3.682522966,306.2409016
visMost248.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost248.png,2,3,3,51.04,11.88,6.77,8.03,0.3234,0.2159,0.8863,10.15,11.84,1.21,3.86,0.03,0.31,210,83.2485035,5.641051641,83.47911281
treasuryG02_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryG02_2.png,3,3,2,38.2,6.67,2.28,6.71,0.0339,0.1075,0.9406,16.25,6.96,1.2,3.9,0.04,0.32,65,90.74005424,4.53959656,43.70238376
v488_n7410_15_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7410_15_f3.png,2,3,2,33.33,5.1,4.42,4.89,0.3279,0.276,0.9289,8.15,5.21,1.2,3.73,0.01,0.29,132,87.25219236,12.78778885,108.1339845
v488_n7412_1_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7412_1_f4.png,1,1,1,36.26,6,1.44,4.56,0.0593,0.0014,0.9666,17.96,3.47,1.2,2.65,0.01,0.29,136,96.76033112,0.057339472,347.5091615
v490_n7419_2_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7419_20_f3.png,2,2,1,45.12,9.28,1.27,3.61,0.1278,0.0651,0.964,17.74,3.16,1.2,4.05,0,0.28,157,95.32869802,6.179393726,96.10340882
visMost143.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost143.png,3,2,1,43.04,8.51,2.21,4.86,0.0487,0.0952,0.9346,17.18,4.75,1.2,3.75,0.01,0.29,200,92.28807567,8.100124037,98.37226399
economist_daily_chart_116.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_116.png,2,2,2,46.51,10,3.12,3.9,0.0885,0.0716,0.9199,14.91,4.47,1.19,4.11,0.02,0.32,4,91.26496719,2.783682607,222.8372306
v488_n7412_7_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7412_7_f1.png,2,3,1,57.95,16.16,2.75,6.59,0.142,0.0766,0.9304,15.8,5.64,1.19,3.88,0.04,0.29,138,90.59025053,3.156123982,351.7907232
v489_n7415_7_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v489_n7415_7_f2.png,1,1,2,60,17.53,1.44,4.69,0.0678,0.0079,0.9755,17.42,3.38,1.19,3.49,0.01,0.28,145,97.30512975,0.512355758,287.8857303
treasuryG01_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryG01_2.png,1,1,1,34.67,5.81,1.96,5.92,0.0208,0.0468,0.947,17.41,6.54,1.18,3.67,0.02,0.3,64,94.64645044,5.673570185,106.4376756
v486_n7401_8_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v486_n7401_8_f1.png,3,3,3,50.55,12.26,2.39,6.08,0.1129,0.0435,0.9672,15.91,7.04,1.18,3.82,0.01,0.29,113,95.46850438,0.448983105,295.7461935
v490_n7419_2_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7419_2_f2.png,2,1,1,62.92,19.8,1.38,4.07,0.1262,0.0671,0.9586,17.68,3.69,1.18,3.77,0.01,0.3,156,94.68652574,6.262988708,94.03830203
whoJ40_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ40_2.png,1,2,1,43.01,8.74,1.5,4.5,0.0335,0.0908,0.9634,16.87,3.92,1.18,3.53,0.02,0.32,277,93.26480099,3.698193756,37.02499011
economist_daily_chart_69.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_69.png,1,2,1,56.99,16,1.79,4.5,0.0456,0.0261,0.976,17.66,4.97,1.17,3.68,0.01,0.32,49,96.75905821,1.448880131,31.78059748
v483_n7390_14_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7390_14_f2.png,1,1,2,69.05,25,0.93,2.18,0,0,0.0229,17.06,2.56,1.17,2.9,0,0.3,90,97.62171206,0.005153125,117.814134
visMost132.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost132.png,3,3,3,59.34,18.1,4.61,5.29,0.1088,0.1314,0.1604,14.65,9.56,1.15,3.41,0.03,0.28,199,13.56919106,2.146758756,340.0118507
economist_daily_chart_310.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_310.png,1,1,1,50,12.79,3.21,6.16,0.5417,0.0885,0.8708,16.36,10.73,1.14,3.12,0.01,0.28,19,85.1720166,5.528194462,234.4139818
economist_daily_chart_406.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_406.png,2,2,3,46.51,10.89,4.2,5.8,0.531,0.1128,0.8535,14.28,7.95,1.14,3.84,0.02,0.28,27,83.44389219,4.896381719,219.0792037
v487_n7405_7_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7405_7_f1.png,3,3,2,39.36,7.92,2.03,5.14,0.0825,0.01,0.9669,17.58,5.75,1.14,3.94,0.01,0.3,124,96.5633574,0.110237003,75.35187706
whoB19_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB19_1.png,1,3,1,46.59,11,1.08,4.07,0.0129,0.008,0.9702,17.73,4.21,1.14,3.74,0.01,0.28,257,96.95357986,0.199203697,14.93943616
v483_n7387_20_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7387_20_f2.png,1,3,1,76.74,34.65,3.34,6.58,0.1823,0.0803,0.9184,14.89,7.07,1.13,3.62,0.03,0.27,84,90.32882374,1.406940116,24.12455802
whoB24_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB24_1.png,1,1,1,30.59,5.05,1.14,4.41,0.015,0.0051,0.9623,17.67,4.01,1.13,3.68,0.01,0.29,260,96.2213437,0.452631624,324.4732793
wsj533.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj533.png,2,2,2,40.86,8.74,4.56,6.08,0.0225,0.011,0.8604,17.27,6.24,1.13,3.91,0.02,0.28,381,86.73689609,0.384125458,271.8805852
treasuryG06_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryG06_2.png,3,3,2,33.73,6.12,2.69,5.99,0.0548,0.0698,0.9426,16.85,9.2,1.12,3.43,0.02,0.36,67,92.95614706,2.474899571,112.0540797
wsj54.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj54.png,1,2,1,74.16,32,3.33,4.8,0.038,0.0209,0.8865,17.17,4.4,1.12,3.96,0.02,0.28,383,88.82095219,0.600047261,6.610019803
v485_n7399_13_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v485_n7399_13_f4.png,3,3,2,38.71,8.16,2.91,5.54,0.1496,0.0634,0.9517,14.67,7.02,1.11,3.92,0.01,0.29,108,94.40406798,2.292715587,192.0993652
v490_n7418_1_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7418_14_f2.png,2,3,2,26.44,4.08,3.06,7.74,0.1243,0.0333,0.9361,17.04,7.92,1.11,3.64,0.02,0.29,152,92.76462976,1.342764749,22.31151672
economist_daily_chart_430.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_430.png,2,2,1,60.87,20.59,2.37,3.46,0.5509,0.128,0.883,16.83,5.55,1.1,3.64,0.01,0.36,29,85.38017666,6.99392845,234.8580689
treasuryK01.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryK01.png,1,1,1,35.87,7.22,2.38,4.23,0.0069,0.0037,0.9341,17.76,5.32,1.1,3.71,0.01,0.3,71,93.82247379,0.185795781,271.0668051
wsj474.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj474.png,2,3,2,49.45,13.27,4.12,5.29,0.1408,0.14,0.8993,16.6,5.84,1.1,4.13,0.02,0.27,373,87.35410812,9.548032429,92.33320298
wsj508.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj508.png,2,2,2,55,16.49,3.64,4.59,0.5566,0.0993,0.9204,12.91,4.27,1.1,3.93,0.02,0.28,376,89.58513887,0.728098129,138.929989
v483_n7389_24_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7389_24_f3.png,2,2,1,46.59,12,2.61,5.04,0.1637,0.043,0.9475,15.79,3.7,1.09,3.52,0.01,0.3,89,93.74152064,1.7493609,83.73039462
whoB03_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB03_1.png,2,1,1,50.57,14.29,2.08,4.77,0.1487,0.0574,0.9058,14.8,4.56,1.08,3.32,0.03,0.34,253,88.87086443,5.793982729,322.8346379
wsj459.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj459.png,2,1,2,36.17,7.55,3.61,5.19,0.5791,0.0683,0.9046,14.29,4.76,1.08,3.95,0.02,0.28,371,88.74003534,1.001848469,234.0157119
treasuryL03_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryL03_2.png,1,3,2,60.22,20.79,1.96,4.2,0.0667,0.0828,0.9156,15.78,3.44,1.07,3.32,0.04,0.33,76,88.86906287,2.253663476,314.4137743
whoK04_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK04_2.png,2,1,1,38.27,8.51,2.97,3.71,0.1238,0.1332,0.9374,13.92,5.22,1.07,4.07,0.03,0.33,281,90.24653525,6.453625356,251.4460117
whoK08.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK08.png,1,1,1,46.07,12.12,2.02,5.59,0.0241,0.0069,0.9582,17.89,8.91,1.07,3.54,0.01,0.29,284,95.98735111,0.254190959,97.37549301
wsj167.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj167.png,2,2,2,60.67,21.15,4.24,4.27,0.1232,0.1559,0.8963,15.67,4.86,1.07,3.95,0.02,0.28,338,85.90182039,11.72194575,77.69025451
wsj277.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj277.png,2,2,2,40.43,9.52,4.18,4.45,0.0509,0.068,0.8344,16.19,4.06,1.07,4,0.04,0.31,355,82.53484521,1.298241069,333.9367065
wsj294.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj294.png,2,2,2,58.06,19.42,4.34,4.84,0.1228,0.1426,0.9062,17.47,5.58,1.07,3.95,0.01,0.28,359,88.47615754,11.93779973,91.96881076
economist_daily_chart_54.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_54.png,3,2,2,30.23,5.77,2.66,6.38,0.1103,0.048,0.9753,14.88,9.67,1.06,3.44,0.01,0.28,47,96.06026438,0.586386667,246.2829199
economist_daily_chart_380.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_380.png,1,1,1,50,14.71,2.13,3.48,0.5552,0.1156,0.8857,16.97,5.23,1.05,3.84,0,0.33,23,85.83122486,7.010918667,236.0055653
treasuryA10.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryA10.png,1,1,2,45.68,12.37,1.79,4.83,0.0116,0.0232,0.9309,17.5,5.14,1.05,3.65,0.02,0.33,57,92.74664268,1.198972133,59.97171153
treasuryL16.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryL16.png,1,3,2,20.69,3.09,1.33,4.73,0.0262,0.0186,0.9597,17.31,3.79,1.05,3.11,0.01,0.34,81,95.22288056,1.183638862,304.0802461
whoJ40_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ40_1.png,2,2,1,28.4,5.21,1.6,5.34,0.0379,0.043,0.9614,16.68,5.97,1.05,3.3,0.01,0.33,276,95.1610809,1.772307544,263.447156
whoI11_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoI11_1.png,3,1,2,77.91,39.39,3.25,3.99,0,0.0001,0.9283,17.88,6.48,1.04,3.53,0.02,0.29,263,93.20093708,0.00651243,68.32382601
economist_daily_chart_18.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_18.png,2,1,2,50,15.09,3.65,5.68,0.0236,0.0053,0.9086,17.94,8.89,1.03,3.45,0.01,0.26,10,91.56387999,0.261066455,73.25850675
v490_n7418_12_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7418_1_f2.png,3,3,2,54.65,18.18,2.02,5.5,0.0792,0.0368,0.9625,17.61,5.01,1.03,3.29,0.02,0.3,150,94.95954874,2.795328788,48.95219825
economist_daily_chart_103.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_103.png,2,3,1,41.76,10.89,2.99,4.14,0.1938,0.0486,0.9441,13.1,5.1,1.02,4.11,0.01,0.31,1,93.26754357,1.153630535,32.93474341
economist_daily_chart_187.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_187.png,1,1,1,50.59,16.16,2.27,5.65,0.0795,0.0818,0.9326,15.44,7.53,1,3.62,0.03,0.36,11,92.39524622,2.045617743,239.8382194
economist_daily_chart_5.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_5.png,1,1,1,67.5,29.35,2.76,4.9,0.1838,0.2122,0.8598,11.88,4.64,1,3.58,0.07,0.36,41,83.50144276,5.705213825,242.4017834
treasuryK06.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryK06.png,3,2,2,22.47,3.96,1.91,4.12,0.0393,0.0531,0.934,16.81,3.77,1,3.62,0.03,0.32,75,92.12178712,1.657867702,301.6091936
v482_n7386_5_f5.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v482_n7386_5_f5.png,1,2,2,50.57,16.16,3.39,5.88,0.1264,0.0452,0.92,16.88,5.84,1,3.98,0.02,0.3,82,91.55380263,2.562139743,99.64834145
wsj405.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj405.png,2,2,2,45.98,13.68,4.79,5.04,0.5406,0.064,0.8727,14.01,7.58,0.99,3.82,0.03,0.29,369,85.32133998,2.825243593,259.6282556
v484_n7393_6_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v484_n7393_6_f4.png,1,1,2,53.26,18.45,1.64,5.36,0.0771,0.0021,0.9613,17.94,4.05,0.98,3.63,0.01,0.34,98,96.21945713,0.085330786,349.5980532
wsj170.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj170.png,2,1,2,52.38,17.89,4.23,5.64,0.0704,0.0173,0.8878,16.34,7.31,0.98,3.84,0.01,0.26,339,89.27471923,0.68125794,242.9898509
economist_daily_chart_390.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_390.png,1,2,1,55.7,20.43,2.13,3.44,0.5562,0.1233,0.881,16.93,4.92,0.97,3.92,0,0.31,24,85.163315,7.378371165,235.8514975
whoM05.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoM05.png,1,1,1,43.68,12.87,1.32,3.49,0,0,0.0504,16.97,4.87,0.97,3.26,0.01,0.33,297,93.87932651,0.00497226,117.8141347
treasuryB15.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryB15.png,1,1,1,24.72,5.05,4.17,4.68,0.2684,0.0758,0.9322,9.54,6.78,0.96,3.95,0.01,0.29,60,89.60869519,6.253588475,274.0344946
v486_n7404_20_f6.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v486_n7404_20_f6.png,2,1,2,34.38,8.65,1.58,4.56,0.0822,0.0072,0.963,17.53,3.42,0.96,3.54,0.01,0.32,118,96.17177922,0.384636184,29.23775059
whoK17_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK17_1.png,2,1,1,30.43,7,1.67,2.87,0.021,0.0646,0.9674,18.01,3.24,0.96,3.83,0.01,0.31,286,95.17561866,5.164583494,76.90284664
treasuryL04_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryL04_1.png,1,1,1,53.33,19.61,3.09,8.94,0.0242,0.1076,0.9079,17.75,11.04,0.94,3.42,0.03,0.33,77,87.40795072,8.598576835,70.06892899
v485_n7397_6_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v485_n7397_6_f4.png,2,3,2,62.22,26.53,1.91,5.22,0.0925,0.0237,0.965,17.2,3.88,0.94,3.73,0.01,0.29,107,95.75890845,1.032971295,45.79752815
v485_n7400_14_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v485_n7400_14_f2.png,3,2,3,24.68,5.26,3.81,6.51,0.1863,0.0882,0.8984,15,6.43,0.94,3.98,0.03,0.29,111,87.49647424,5.589000875,53.22537678
visMost496.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/visMost496.png,3,3,3,38.64,10.89,4.97,8.35,0.2462,0.0733,0.8967,9.73,9.01,0.94,3.46,0.04,0.28,227,87.93503324,0.802632706,273.4399481
wsj108.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj108.png,2,2,1,51.09,18,3.42,4.53,0.2944,0.1095,0.94,16.42,5.22,0.94,4.12,0.01,0.27,330,92.26576041,10.44225573,107.3631308
economist_daily_chart_392.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_392.png,2,1,1,74.42,39.18,3.07,4.25,0.5535,0.262,0.8031,16.65,5.32,0.93,3.71,0.04,0.32,25,76.12881809,10.15831968,239.2818636
wsj262.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj262.png,2,2,2,72.41,36.84,4.37,6.02,0.1418,0.112,0.8954,16.51,5.76,0.93,3.86,0.02,0.27,351,87.12940077,7.051332512,80.03450165
economist_daily_chart_491.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_491.png,1,1,1,75.58,41.24,3.06,4.13,0.5513,0.2539,0.8601,16.51,5.44,0.91,3.78,0.02,0.36,39,80.50474519,11.78950826,241.4485169
treasuryI02_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryI02_1.png,2,2,2,35.9,10.23,2.57,6.2,0.0883,0.0711,0.9279,14.97,6.59,0.91,3.78,0.03,0.34,70,90.86877313,3.208442173,257.032879
economist_daily_chart_165.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_165.png,1,1,1,69.05,34.41,2.63,4.57,0.1481,0.2212,0.8944,12.46,4.19,0.9,3.9,0.06,0.38,8,86.0254441,6.922096725,243.4393852
v486_n7404_9_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v486_n7404_9_f2.png,3,3,2,36.56,10.68,2.17,5.87,0.0742,0.0235,0.9597,17.25,5.29,0.9,3.52,0.01,0.32,120,95.56245535,0.633508094,81.97710956
economist_daily_chart_449.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_449.png,1,1,2,55.68,22.77,3.08,4.77,0.5382,0.1868,0.8285,15.85,6.5,0.89,3.65,0.03,0.29,31,79.68438498,8.171592736,237.8929856
treasuryG07_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryG07_2.png,1,2,1,40.96,13.13,1.05,5.13,0.0072,0.0087,0.9745,17.79,5.65,0.89,3.08,0.01,0.36,68,97.30256378,0.228445286,18.79676751
wsj28.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj28.png,1,1,2,34.88,10.1,4.29,5.71,0.2149,0.0979,0.8695,15.02,6.2,0.89,4.06,0.03,0.31,356,83.96433798,6.357498677,31.95638929
treasuryK03_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryK03_2.png,2,1,2,69.05,35.11,3.26,5.42,0.1073,0.0977,0.8817,14.14,4.99,0.88,4.18,0.05,0.31,72,85.31496294,5.597160455,271.5579545
v484_n7394_8_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v484_n7394_8_f4.png,1,1,1,60.87,27.45,1.51,4.7,0.081,0.0034,0.9564,17.92,3.45,0.88,3.03,0.01,0.31,103,95.69303508,0.09906338,351.8374138
economist_daily_chart_215.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_215.png,1,1,1,40,13.13,2.91,3.68,0.1164,0.1234,0.9499,13.94,4.77,0.87,4.04,0.02,0.27,13,91.97351643,5.622227441,248.2056786
economist_daily_chart_75.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_75.png,2,1,1,59.49,26.32,2,4.36,0.1181,0.1414,0.8976,14.46,3.64,0.87,3.83,0.05,0.33,50,88.28582334,3.43532834,243.9916816
v490_n7419_20_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7419_2_f1.png,1,1,1,46.74,17.43,2.87,2.91,0,0,0.0581,16.97,8.73,0.86,3.62,0.01,0.27,155,95.1458209,0.005041059,117.8141339
v490_n7420_13_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7420_13_f4.png,2,2,2,49.41,19,1.65,5.47,0.0701,0.0225,0.9758,17.32,4.26,0.86,3.78,0.01,0.29,159,96.699518,1.1743409,358.5297151
treasuryL11_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryL11_2.png,1,3,1,56.18,24.49,1.89,4.19,0.0502,0.0718,0.9238,16.29,3.35,0.85,3.12,0.04,0.32,79,90.06488065,1.673069341,330.8446381
v490_n7418_6_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v490_n7418_6_f3.png,1,2,2,56.63,24.74,1.54,4.73,0.0605,0.0102,0.9545,17.71,3.42,0.85,3.3,0.02,0.31,153,95.30347848,0.018858064,86.64850613
whoO06_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoO06_2.png,1,2,1,38.2,12.77,2.39,4.02,0.5155,0.057,0.9009,13.9,4.89,0.84,3.17,0.01,0.32,308,88.41957673,1.9937302,16.10464044
economist_daily_chart_240.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_240.png,1,2,1,36.59,12.12,1.55,4.16,0.0281,0.0221,0.973,17.58,4.29,0.83,3.95,0.01,0.28,15,96.88251334,0.401760781,39.06288154
whoK23_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK23_2.png,3,2,2,70.79,38.95,2.68,3.96,0.0629,0.1298,0.9001,17.32,4.91,0.83,3.81,0.03,0.31,288,88.64829218,9.271436058,116.5788338
economist_daily_chart_99.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_99.png,2,1,1,67.78,36,4.09,3.66,0.054,0.141,0.9293,17.47,5.74,0.82,4.22,0.03,0.29,53,87.98425528,10.8416717,46.58574458
whoJ15_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ15_2.png,2,1,1,32.1,9.89,2.36,5.86,0.1406,0.1228,0.9691,12.96,8.3,0.82,3.65,0.02,0.32,270,93.32421521,6.21730087,251.1450394
whoK06_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK06_2.png,2,3,1,53.41,23,2.5,3.52,0.1123,0.1178,0.9277,14.29,3.96,0.82,3.4,0.03,0.31,282,89.68975445,2.124094321,260.0690805
economist_daily_chart_439.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_439.png,1,1,1,68.97,37.5,2.55,3.16,0.552,0.2911,0.8379,16.75,3.44,0.81,3.96,0.03,0.38,30,78.22459235,12.17081018,241.1513771
whoN08.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN08.png,2,2,2,28.41,8.6,3.07,4.22,0.2544,0.0469,0.9322,10.71,6.6,0.8,3.71,0.01,0.31,299,91.99192113,1.086783404,223.3055339
treasuryK03_3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryK03_3.png,2,1,2,69.15,38.61,2.49,4.54,0.0642,0.0549,0.9151,15.73,3.75,0.79,3.65,0.03,0.34,73,89.96877464,3.133491383,271.4423031
