filename,url,data ink ratio,Number of distinct colors,Density,HR,FAR,Entropy,Feature congestion,meanH,meanS,meanV,colorfulness4,Number of edges,score,coarseness,contrast,directionality,0,L,C,H
v489_n7414_25_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v489_n7414_25_f2.png,2,2,1,36.56,12.87,1.67,4.52,0.0883,0.0089,0.9589,17.18,3.68,0.79,3.15,0.01,0.31,143,95.72222243,0.514774437,296.8808628
whoK31.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK31.png,1,3,1,55.95,26.47,2.46,3.99,0.1045,0.1111,0.9612,14.83,6.75,0.78,4.23,0.01,0.3,289,93.44987742,3.456830317,114.9833804
whoQ41_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ41_1.png,2,1,2,52.17,23.76,3.06,4.96,0.0601,0.1647,0.9179,17.29,5.64,0.77,3.52,0.04,0.38,320,87.49762183,11.37316362,59.55247735
economist_daily_chart_453.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_453.png,1,1,1,56.04,27.27,1.96,3.41,0.5563,0.1297,0.8886,16.93,4.65,0.76,3.84,0,0.28,33,85.72948857,7.490547225,237.121198
whoB20_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB20_1.png,2,3,2,54.02,25.51,2.71,6.85,0.0661,0.087,0.9206,16.16,7.53,0.76,3.62,0.03,0.32,258,90.04453282,1.676226871,31.05696172
whoB25_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB25_2.png,1,2,2,61.63,32.32,1.36,4.99,0.0276,0.0219,0.9685,17.35,5.44,0.75,3.85,0.01,0.3,261,96.48848186,0.272285366,30.34833771
whoN23_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN23_2.png,1,1,1,32.18,11.34,1.65,4,0.0713,0.0188,0.9403,16.28,3.91,0.75,3.7,0.02,0.31,305,93.97011704,0.685091433,247.0031023
whoQ14_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ14_2.png,1,1,1,38.14,15.09,2.01,4.26,0.0539,0.0728,0.9501,17.33,4.61,0.73,3.48,0.02,0.32,315,93.23166542,4.921462227,57.84479607
v488_n7412_1_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7412_1_f3.png,1,1,1,39.53,16.16,1.53,4.88,0.0711,0.0016,0.9638,17.95,3.97,0.72,3.39,0.01,0.33,135,96.49631419,0.06306151,344.8254338
whoB32_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB32_1.png,2,1,1,43.82,19.23,2.12,5.7,0.0658,0.077,0.9264,15.48,7.1,0.71,3.69,0.03,0.33,262,92.01057119,3.177602747,211.1935821
whoP16.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoP16.png,2,1,1,34.88,13.59,1.87,5.61,0.0543,0.0092,0.9611,17.45,7.45,0.71,3.21,0.01,0.29,311,96.07597843,0.430891693,255.003773
whoQ42_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ42_1.png,1,1,1,70.45,43,1.54,3.53,0.0457,0.0437,0.9639,17.44,3.42,0.71,3.29,0.01,0.32,321,95.35618311,2.925623248,57.55545986
whoL06.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoL06.png,2,1,1,30.12,11.22,2.06,4.43,0.1164,0.1089,0.928,13.59,4.01,0.69,3.91,0.03,0.34,291,91.00603709,4.615453038,227.5738798
whoB13_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB13_2.png,3,3,3,30.38,11.58,3.73,4.23,0.2067,0.2023,0.8543,12.05,10.05,0.68,3.55,0.06,0.37,255,81.52932001,3.160683194,303.796138
wsj612.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj612.png,2,2,2,67.78,41.41,3.95,4.58,0.0576,0.0424,0.9024,16.98,4.94,0.68,3.88,0.02,0.28,390,89.32792391,2.115453764,38.96475224
economist_daily_chart_324.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_324.png,1,2,1,51.19,26.04,2.43,3.5,0.5491,0.1251,0.8842,16.73,4.76,0.67,3.72,0.01,0.31,21,85.60741909,7.082361375,235.6630935
whoB15_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB15_1.png,2,3,2,57.95,31.96,2.58,6.48,0.076,0.0852,0.9177,15.95,7.02,0.67,3.57,0.03,0.32,256,89.80509643,1.78239908,356.2652309
whoJ36_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ36_1.png,1,1,1,25.88,9.38,1.59,4.69,0.0459,0.033,0.9483,16.69,4.47,0.67,3.46,0.01,0.33,274,94.59842578,0.965794849,155.4069425
v487_n7405_6_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v487_n7405_6_f4.png,1,2,2,42.17,19.59,1.59,4.67,0.0866,0.0205,0.9758,17.1,3.28,0.66,3.47,0.01,0.29,123,96.98941511,0.349439152,316.1110585
whoJ15_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ15_1.png,1,1,2,37.08,16.16,1.53,5.61,0.0438,0.0592,0.959,16.83,5.53,0.66,3.3,0.02,0.31,269,95.01115595,2.766715669,167.1590466
economist_daily_chart_167.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_167.png,1,1,1,59.77,34.34,2.61,5.24,0.1417,0.1842,0.8695,12.8,5.6,0.65,3.67,0.07,0.36,9,85.07844954,4.565282651,239.1415133
whoJ36_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ36_2.png,1,2,2,35.8,15.56,1.12,4.8,0.0346,0.0367,0.9815,16.8,4.5,0.65,3.31,0.01,0.31,275,97.18672051,1.613119645,251.6435934
whoN21_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN21_1.png,2,2,1,42.86,20.2,1.67,3.77,0.07,0.0253,0.9414,16.34,3.77,0.65,3.26,0.02,0.3,303,93.81680498,0.861279933,250.3782527
whoN32_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN32_2.png,1,1,1,44.44,21.88,1.49,4.25,0.0635,0.0183,0.9453,16.44,5.15,0.64,3.97,0.02,0.31,306,94.46030623,0.662352271,246.5608078
whoJ48_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ48_2.png,2,2,2,51.11,27.37,3.19,5.32,0.0529,0.0436,0.9571,16.55,8.3,0.63,3.76,0.01,0.3,280,94.90844512,0.967979087,227.0354501
whoQ11_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ11_1.png,2,1,1,31.03,13.13,1.91,3.9,0.5416,0.0894,0.9331,15.99,7.19,0.63,3.74,0,0.29,314,90.42036982,4.444416817,244.420184
treasuryB04.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryB04.png,2,2,3,21.98,8.16,3.12,5.42,0.0251,0.0291,0.9378,17.61,6.99,0.62,3.89,0.01,0.28,58,93.49670932,1.46435341,99.42114702
v483_n7387_5_f1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v483_n7387_5_f1.png,2,2,3,48.78,26.32,1.96,5.13,0.0678,0.0125,0.9695,17.55,4.98,0.6,3.75,0.01,0.3,85,96.65842606,0.604188974,71.61365598
v488_n7411_6_f4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v488_n7411_6_f4.png,2,2,2,38.82,18.75,2.01,5.77,0.0959,0.0274,0.965,17.27,4.56,0.6,3.64,0.01,0.31,133,95.75341833,1.054241874,54.04949691
whoI14.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoI14.png,1,1,1,36.67,17.65,1.2,5.42,0,0.001,0.9623,17.96,4.86,0.59,3.2,0.01,0.32,266,96.38581451,0.034456829,27.93908005
whoJ32.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ32.png,1,2,1,35.96,17.17,1.69,5.29,0.0366,0.0343,0.9591,16.85,5.78,0.59,3.09,0.01,0.32,272,95.4336434,0.851190241,198.445495
whoO12.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoO12.png,2,1,1,46.67,25.71,3.24,4.08,0.3376,0.1369,0.9271,10.08,4.76,0.57,3.57,0.01,0.3,309,87.77044388,11.01655757,56.33000804
whoK12_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK12_2.png,1,2,1,57.78,36.17,2.17,4.5,0.0539,0.1066,0.9322,17.38,5.62,0.55,3.91,0.03,0.29,285,91.21721215,6.333924493,106.1858692
whoQ06_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ06_2.png,1,1,1,36.9,18.75,1.94,4.51,0.0648,0.0258,0.9628,17.27,5.03,0.55,3.84,0.01,0.29,312,95.81411041,1.570193241,60.26193233
economist_daily_chart_258.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_258.png,3,1,2,38.89,20.41,2.44,4.2,0.5479,0.0989,0.8959,16.45,6.21,0.54,3.73,0.01,0.29,17,87.1949921,5.60991663,236.147625
whoJ33.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ33.png,1,2,1,45.78,25.77,1.25,5.11,0.038,0.0339,0.9825,16.87,5.55,0.54,3.64,0.01,0.31,273,97.34416216,0.85695918,249.4140598
whoJ43_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ43_2.png,1,1,1,38.3,20,2.45,6.32,0.0833,0.0939,0.9505,14.89,10.43,0.54,3.64,0.02,0.3,278,92.59300157,4.532608361,252.5721345
whoN10.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN10.png,2,2,2,31.76,15.46,3.61,5.14,0.2756,0.04,0.8956,11.19,6.52,0.54,3.94,0.03,0.31,300,88.67389911,1.071949199,236.6745475
v489_n7416_19_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v489_n7416_19_f3.png,1,1,2,41.76,22.92,3.7,3.27,0,0,0.0779,16.93,11.97,0.53,2.94,0.02,0.28,147,93.43847828,0.004963675,117.8141339
economist_daily_chart_242.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_242.png,3,2,2,44.94,25.77,3.01,3.59,0.5416,0.3276,0.8778,16.39,4.24,0.52,4.22,0.03,0.3,16,80.16132938,14.54522352,243.0199628
economist_daily_chart_4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_4.png,2,2,1,41.3,23.53,2.24,4.56,0.0829,0.0462,0.967,16.63,5.37,0.5,3.52,0.01,0.29,26,95.15932478,0.512304651,342.003967
wsj308.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/wsj308.png,1,2,1,62.65,42.86,3.56,5.01,0.151,0.2075,0.9041,15.12,4.54,0.5,3.98,0.03,0.31,362,85.44555667,9.128391754,74.4815395
economist_daily_chart_66.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_66.png,2,2,2,42.5,25,1.93,4.43,0.0623,0.031,0.9743,16.75,5.12,0.49,3.68,0.01,0.36,48,96.69480421,0.547600779,258.2625024
treasuryI01_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryI01_2.png,2,1,1,38.64,21.78,1.96,5.78,0.0267,0.014,0.9551,17.09,6.44,0.49,3.56,0.01,0.35,69,95.32655016,0.762867212,265.3343303
whoB22_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoB22_1.png,2,1,1,44.83,26.88,2.93,5.71,0.3388,0.1129,0.861,10.91,5.95,0.49,3.92,0.05,0.32,259,82.71111599,10.98679625,323.1799685
whoN05.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN05.png,2,3,1,31.52,17,1.54,4.25,0.0474,0.0152,0.9633,17.49,4.59,0.47,3.31,0.01,0.31,298,96.24107095,0.328216757,30.52189781
whoQ44_4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ44_4.png,2,1,1,63.33,45.16,2.63,4.35,0.0777,0.105,0.9167,16.98,5.21,0.46,3.99,0.03,0.29,322,89.40161526,6.383976792,60.24793708
whoQ32_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ32_2.png,2,1,1,23.53,12.09,1.84,4.97,0.0749,0.0122,0.9638,17.11,5.41,0.45,3.8,0.01,0.28,319,96.27435938,0.709406463,50.79270092
whoN16_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN16_1.png,1,1,1,40.48,25.25,2.07,4.46,0.0516,0.0253,0.9247,17.14,4.76,0.43,3.04,0.02,0.33,301,92.38513731,0.671858286,72.76997696
whoQ48_4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ48_4.png,1,1,1,54.44,37.5,1.75,3.93,0.0599,0.0696,0.9487,17.28,3.77,0.43,4.03,0.02,0.29,323,93.22470015,4.667732742,57.27785489
whoQ18_3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ18_3.png,2,1,1,28.09,16.19,2.82,4.26,0.0747,0.0673,0.9435,17.25,5.31,0.41,3.92,0.01,0.29,317,92.82448896,4.427170494,68.37354273
whoJ23.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ23.png,1,2,1,28.09,16.67,1.75,4.88,0.0548,0.082,0.9686,16.23,4.82,0.39,3.67,0.02,0.3,271,94.18405715,1.142342974,358.2770736
treasuryL10_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryL10_1.png,1,1,1,49.4,34.69,3.12,9.31,0.0218,0.1003,0.9053,17.79,11.78,0.38,3.67,0.03,0.34,78,87.47470734,7.930516136,70.10591603
whoP13.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoP13.png,1,1,2,41.3,27.72,2.91,7.07,0.1651,0.0146,0.9473,14.74,10.42,0.37,3.27,0.01,0.29,310,94.49347461,0.870476229,264.4011678
whoJ44.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoJ44.png,1,1,1,23.81,14.43,1.07,4.62,0.0378,0.036,0.9808,16.75,4.04,0.35,3.27,0.01,0.33,279,97.18848649,1.641532188,251.1900543
whoQ15_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ15_1.png,2,1,1,51.69,39.22,1.76,3.51,0.5585,0.0886,0.9287,16.63,4.38,0.32,4.08,0.01,0.27,316,89.96745399,4.830547751,245.8437116
treasuryD08.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryD08.png,2,1,2,25.64,16.84,3.53,6.43,0.2719,0.1482,0.8914,9.06,9.08,0.31,3.55,0.04,0.29,63,83.96267962,9.380600632,271.38079
economist_daily_chart_529.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_529.png,2,1,2,46.81,35.29,2.6,4.13,0.5591,0.2158,0.8839,16.6,4.79,0.3,4.06,0.02,0.33,45,83.03374797,10.01034042,246.7651045
whoN22.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN22.png,1,2,1,59.3,47.83,2.47,5.43,0.0698,0.0904,0.9063,16.32,5.75,0.29,3.81,0.03,0.28,304,89.43180505,5.208335617,82.65117507
whoN18.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoN18.png,2,2,2,40.23,29.9,4.16,6.27,0.2923,0.0536,0.8851,10.08,9.58,0.28,3.56,0.03,0.28,302,87.38811272,1.35607574,232.4220328
economist_daily_chart_106.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/economist_daily_chart_106.png,1,2,1,39.08,29.47,1.91,4.3,0.0687,0.082,0.9614,15.67,4.55,0.26,3.98,0.02,0.34,2,94.54862407,2.957858569,244.4059836
whoQ52_4.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ52_4.png,2,1,1,50,40.4,2.49,4.16,0.0729,0.1057,0.9014,17.05,4.79,0.24,4.1,0.04,0.29,327,88.11345701,5.472584484,54.62684497
v484_n7394_5_f2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v484_n7394_5_f2.png,1,1,1,32.94,25.26,1.41,4.58,0.052,0.0014,0.9702,17.97,3.47,0.22,3.33,0.01,0.3,100,97.1184814,0.05265559,350.1339207
v485_n7397_14_f3.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/v485_n7397_14_f3.png,1,1,1,42.05,34,2.24,6.49,0.0637,0.0012,0.9467,17.93,8.16,0.21,3.78,0.01,0.29,105,95.01527415,0.066953018,349.0398891
whoQ50_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ50_2.png,1,1,1,38.55,31.25,1.67,3.67,0.0479,0.0521,0.9627,17.48,3.62,0.2,3.55,0.01,0.34,325,95.01819785,3.523535227,57.78158719
whoQ51_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ51_2.png,1,1,1,52.38,44.33,2.26,4.24,0.0588,0.1466,0.9348,17.36,4.24,0.2,3.84,0.03,0.33,326,89.76218856,10.6234346,64.32563775
whoQ09_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ09_2.png,1,1,1,38.54,31.78,1.83,4.74,0.0556,0.0478,0.9622,17.35,6.4,0.18,3.93,0.01,0.31,313,95.05322723,3.300465172,61.30127094
whoK07_2.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoK07_2.png,1,1,1,30.68,25.49,1.83,4.84,0.0182,0.004,0.9715,17.93,10.71,0.15,3.68,0,0.28,283,97.29670229,0.153751459,97.02837924
treasuryG05_1.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/treasuryG05_1.png,1,2,2,23.16,19.19,1.68,6.02,0.0082,0.017,0.964,17.63,8.24,0.14,3.44,0.01,0.3,66,96.04951726,0.843231512,49.03642511
whoQ48_5.png,http://web.cse.ohio-state.edu/~li.8950/data/image/vis2K/whoQ48_5.png,1,1,1,54.65,55.1,1.82,4.21,0.057,0.018,0.9715,17.43,4.95,-0.01,3.95,0.01,0.31,324,96.80735393,1.213246021,64.3528843
